date,province,temperature,humidity,season
2016-09-20,Ho Chi Minh City,28.0,91.0,wet
2016-09-21,Hanoi,26.3,88.3,fall
2016-09-21,Ho Chi Minh City,26.3,84.6,wet
2016-09-22,Hanoi,31.1,84.3,fall
2016-09-22,Ho Chi Minh City,26.8,85.8,wet
2016-09-23,Hanoi,31.1,83.7,fall
2016-09-23,Ho Chi Minh City,27.5,90.5,wet
2016-09-24,Hanoi,27.6,79.1,fall
2016-09-24,Ho Chi Minh City,26.3,93.4,wet
2016-09-25,Hanoi,31.0,91.8,fall
2016-09-25,Ho Chi Minh City,27.4,90.8,wet
2016-09-26,Hanoi,29.6,81.4,fall
2016-09-26,Ho Chi Minh City,27.8,80.2,wet
2016-09-27,Hanoi,30.9,85.2,fall
2016-09-27,Ho Chi Minh City,27.1,87.7,wet
2016-09-28,Hanoi,25.7,73.5,fall
2016-09-28,Ho Chi Minh City,29.8,85.6,wet
2016-09-29,Hanoi,28.1,82.2,fall
2016-09-29,Ho Chi Minh City,27.0,87.5,wet
2016-09-30,Hanoi,29.5,81.9,fall
2016-09-30,Ho Chi Minh City,29.9,80.6,wet
2016-10-01,Hanoi,25.6,86.3,fall
2016-10-01,Ho Chi Minh City,26.2,92.6,wet
2016-10-02,Hanoi,26.9,87.7,fall
2016-10-02,Ho Chi Minh City,26.4,84.9,wet
2016-10-03,Hanoi,27.7,77.6,fall
2016-10-03,Ho Chi Minh City,27.9,79.9,wet
2016-10-04,Hanoi,28.2,68.2,fall
2016-10-04,Ho Chi Minh City,28.0,80.0,wet
2016-10-05,Hanoi,25.6,72.0,fall
2016-10-05,Ho Chi Minh City,26.5,83.2,wet
2016-10-06,Hanoi,23.3,70.2,fall
2016-10-06,Ho Chi Minh City,25.4,85.7,wet
2016-10-07,Hanoi,24.6,68.6,fall
2016-10-07,Ho Chi Minh City,27.7,88.0,wet
2016-10-08,Hanoi,27.0,78.4,fall
2016-10-08,Ho Chi Minh City,27.6,84.9,wet
2016-10-09,Hanoi,24.4,83.5,fall
2016-10-09,Ho Chi Minh City,26.3,78.3,wet
2016-10-10,Hanoi,23.7,83.1,fall
2016-10-10,Ho Chi Minh City,28.9,93.0,wet
2016-10-11,Hanoi,26.4,86.0,fall
2016-10-11,Ho Chi Minh City,26.4,88.3,wet
2016-10-12,Hanoi,22.3,74.7,fall
2016-10-12,Ho Chi Minh City,27.4,85.9,wet
2016-10-13,Hanoi,27.0,82.4,fall
2016-10-13,Ho Chi Minh City,28.1,82.8,wet
2016-10-14,Hanoi,25.1,69.7,fall
2016-10-14,Ho Chi Minh City,26.3,78.6,wet
2016-10-15,Hanoi,26.9,80.1,fall
2016-10-15,Ho Chi Minh City,26.3,80.9,wet
2016-10-16,Hanoi,22.5,85.5,fall
2016-10-16,Ho Chi Minh City,26.5,92.6,wet
2016-10-17,Hanoi,22.3,81.5,fall
2016-10-17,Ho Chi Minh City,28.8,79.4,wet
2016-10-18,Hanoi,22.8,74.6,fall
2016-10-18,Ho Chi Minh City,25.6,89.4,wet
2016-10-19,Hanoi,26.9,87.5,fall
2016-10-19,Ho Chi Minh City,28.2,89.3,wet
2016-10-20,Hanoi,27.3,79.2,fall
2016-10-20,Ho Chi Minh City,28.0,87.2,wet
2016-10-21,Hanoi,26.9,73.9,fall
2016-10-21,Ho Chi Minh City,28.4,90.8,wet
2016-10-22,Hanoi,23.9,87.2,fall
2016-10-22,Ho Chi Minh City,26.7,87.9,wet
2016-10-23,Hanoi,28.4,79.3,fall
2016-10-23,Ho Chi Minh City,28.6,83.2,wet
2016-10-24,Hanoi,25.8,81.2,fall
2016-10-24,Ho Chi Minh City,28.6,90.2,wet
2016-10-25,Hanoi,23.8,72.9,fall
2016-10-25,Ho Chi Minh City,26.1,88.7,wet
2016-10-26,Hanoi,22.4,77.3,fall
2016-10-26,Ho Chi Minh City,28.3,92.1,wet
2016-10-27,Hanoi,24.6,76.8,fall
2016-10-27,Ho Chi Minh City,28.1,80.4,wet
2016-10-28,Hanoi,28.0,82.6,fall
2016-10-28,Ho Chi Minh City,26.7,92.5,wet
2016-10-29,Hanoi,25.3,85.2,fall
2016-10-29,Ho Chi Minh City,28.0,85.4,wet
2016-10-30,Hanoi,27.1,70.5,fall
2016-10-30,Ho Chi Minh City,28.2,85.9,wet
2016-10-31,Hanoi,23.7,81.8,fall
2016-10-31,Ho Chi Minh City,27.2,78.4,wet
2016-11-01,Hanoi,24.4,72.7,fall
2016-11-01,Ho Chi Minh City,28.8,85.9,wet
2016-11-02,Hanoi,22.4,75.3,fall
2016-11-02,Ho Chi Minh City,25.3,84.8,wet
2016-11-03,Hanoi,17.7,80.1,fall
2016-11-03,Ho Chi Minh City,27.0,87.2,wet
2016-11-04,Hanoi,19.2,77.4,fall
2016-11-04,Ho Chi Minh City,28.5,83.7,wet
2016-11-05,Hanoi,20.6,72.5,fall
2016-11-05,Ho Chi Minh City,25.4,79.0,wet
2016-11-06,Hanoi,24.3,78.7,fall
2016-11-06,Ho Chi Minh City,26.3,72.5,wet
2016-11-07,Hanoi,18.4,66.5,fall
2016-11-07,Ho Chi Minh City,27.0,75.2,wet
2016-11-08,Hanoi,22.8,76.7,fall
2016-11-08,Ho Chi Minh City,26.5,77.0,wet
2016-11-09,Hanoi,22.2,75.9,fall
2016-11-09,Ho Chi Minh City,27.5,72.8,wet
2016-11-10,Hanoi,20.0,74.3,fall
2016-11-10,Ho Chi Minh City,25.2,75.5,wet
2016-11-11,Hanoi,22.5,69.8,fall
2016-11-11,Ho Chi Minh City,25.1,76.3,wet
2016-11-12,Hanoi,18.0,71.0,fall
2016-11-12,Ho Chi Minh City,25.2,77.7,wet
2016-11-13,Hanoi,20.2,72.3,fall
2016-11-13,Ho Chi Minh City,25.2,87.5,wet
2016-11-14,Hanoi,18.4,69.2,fall
2016-11-14,Ho Chi Minh City,27.3,76.5,wet
2016-11-15,Hanoi,24.1,69.0,fall
2016-11-15,Ho Chi Minh City,28.0,83.7,wet
2016-11-16,Hanoi,23.6,75.8,fall
2016-11-16,Ho Chi Minh City,25.8,78.5,wet
2016-11-17,Hanoi,21.7,74.1,fall
2016-11-17,Ho Chi Minh City,25.7,77.8,wet
2016-11-18,Hanoi,23.6,74.9,fall
2016-11-18,Ho Chi Minh City,27.1,87.5,wet
2016-11-19,Hanoi,18.1,66.9,fall
2016-11-19,Ho Chi Minh City,27.1,86.6,wet
2016-11-20,Hanoi,19.8,70.1,fall
2016-11-20,Ho Chi Minh City,26.0,82.1,wet
2016-11-21,Hanoi,23.4,70.1,fall
2016-11-21,Ho Chi Minh City,28.2,77.6,wet
2016-11-22,Hanoi,18.9,70.0,fall
2016-11-22,Ho Chi Minh City,26.4,82.2,wet
2016-11-23,Hanoi,20.8,73.4,fall
2016-11-23,Ho Chi Minh City,28.8,84.6,wet
2016-11-24,Hanoi,18.0,67.7,fall
2016-11-24,Ho Chi Minh City,28.2,73.7,wet
2016-11-25,Hanoi,23.0,84.6,fall
2016-11-25,Ho Chi Minh City,26.9,86.5,wet
2016-11-26,Hanoi,20.2,68.4,fall
2016-11-26,Ho Chi Minh City,26.2,75.4,wet
2016-11-27,Hanoi,20.8,83.7,fall
2016-11-27,Ho Chi Minh City,28.0,80.2,wet
2016-11-28,Hanoi,18.6,76.3,fall
2016-11-28,Ho Chi Minh City,27.1,73.0,wet
2016-11-29,Hanoi,17.8,81.9,fall
2016-11-29,Ho Chi Minh City,25.5,85.7,wet
2016-11-30,Hanoi,21.9,71.6,fall
2016-11-30,Ho Chi Minh City,26.0,77.4,wet
2016-12-01,Hanoi,19.7,77.4,winter
2016-12-01,Ho Chi Minh City,27.3,76.9,dry
2016-12-02,Hanoi,14.9,80.3,winter
2016-12-02,Ho Chi Minh City,27.8,72.3,dry
2016-12-03,Hanoi,15.9,81.1,winter
2016-12-03,Ho Chi Minh City,27.2,72.2,dry
2016-12-04,Hanoi,18.6,78.6,winter
2016-12-04,Ho Chi Minh City,26.1,75.9,dry
2016-12-05,Hanoi,18.4,75.0,winter
2016-12-05,Ho Chi Minh City,26.8,70.0,dry
2016-12-06,Hanoi,18.8,69.8,winter
2016-12-06,Ho Chi Minh City,27.3,79.0,dry
2016-12-07,Hanoi,18.9,71.9,winter
2016-12-07,Ho Chi Minh City,24.6,78.0,dry
2016-12-08,Hanoi,18.2,80.7,winter
2016-12-08,Ho Chi Minh City,25.2,68.6,dry
2016-12-09,Hanoi,16.2,80.3,winter
2016-12-09,Ho Chi Minh City,26.3,70.5,dry
2016-12-10,Hanoi,18.4,76.6,winter
2016-12-10,Ho Chi Minh City,24.7,82.3,dry
2016-12-11,Hanoi,19.7,81.5,winter
2016-12-11,Ho Chi Minh City,26.2,80.9,dry
2016-12-12,Hanoi,16.5,71.1,winter
2016-12-12,Ho Chi Minh City,25.1,80.0,dry
2016-12-13,Hanoi,19.2,72.3,winter
2016-12-13,Ho Chi Minh City,25.6,77.4,dry
2016-12-14,Hanoi,18.9,85.6,winter
2016-12-14,Ho Chi Minh City,27.5,68.6,dry
2016-12-15,Hanoi,18.8,85.3,winter
2016-12-15,Ho Chi Minh City,26.9,81.3,dry
2016-12-16,Hanoi,18.9,83.2,winter
2016-12-16,Ho Chi Minh City,25.3,74.5,dry
2016-12-17,Hanoi,15.4,82.1,winter
2016-12-17,Ho Chi Minh City,25.2,70.3,dry
2016-12-18,Hanoi,14.6,80.6,winter
2016-12-18,Ho Chi Minh City,24.7,82.6,dry
2016-12-19,Hanoi,19.5,78.4,winter
2016-12-19,Ho Chi Minh City,26.4,76.4,dry
2016-12-20,Hanoi,15.6,82.9,winter
2016-12-20,Ho Chi Minh City,24.8,68.8,dry
2016-12-21,Hanoi,21.3,67.2,winter
2016-12-21,Ho Chi Minh City,25.5,82.0,dry
2016-12-22,Hanoi,21.4,78.9,winter
2016-12-22,Ho Chi Minh City,25.1,75.0,dry
2016-12-23,Hanoi,20.3,81.3,winter
2016-12-23,Ho Chi Minh City,27.7,67.5,dry
2016-12-24,Hanoi,18.4,86.4,winter
2016-12-24,Ho Chi Minh City,26.2,74.5,dry
2016-12-25,Hanoi,17.0,70.4,winter
2016-12-25,Ho Chi Minh City,27.3,73.5,dry
2016-12-26,Hanoi,14.5,76.5,winter
2016-12-26,Ho Chi Minh City,24.7,69.5,dry
2016-12-27,Hanoi,19.2,85.9,winter
2016-12-27,Ho Chi Minh City,27.1,75.1,dry
2016-12-28,Hanoi,19.4,76.7,winter
2016-12-28,Ho Chi Minh City,25.0,71.1,dry
2016-12-29,Hanoi,20.9,67.6,winter
2016-12-29,Ho Chi Minh City,26.0,76.7,dry
2016-12-30,Hanoi,17.0,67.2,winter
2016-12-30,Ho Chi Minh City,25.2,77.9,dry
2016-12-31,Hanoi,14.7,85.1,winter
2016-12-31,Ho Chi Minh City,27.9,69.7,dry
2017-01-01,Hanoi,14.3,89.7,winter
2017-01-01,Ho Chi Minh City,24.1,72.2,dry
2017-01-02,Hanoi,18.7,79.4,winter
2017-01-02,Ho Chi Minh City,28.0,69.3,dry
2017-01-03,Hanoi,16.6,88.2,winter
2017-01-03,Ho Chi Minh City,27.9,73.7,dry
2017-01-04,Hanoi,16.2,81.9,winter
2017-01-04,Ho Chi Minh City,27.5,69.5,dry
2017-01-05,Hanoi,15.7,87.5,winter
2017-01-05,Ho Chi Minh City,27.4,70.2,dry
2017-01-06,Hanoi,12.7,72.8,winter
2017-01-06,Ho Chi Minh City,24.5,69.6,dry
2017-01-07,Hanoi,12.7,79.5,winter
2017-01-07,Ho Chi Minh City,27.8,76.5,dry
2017-01-08,Hanoi,17.2,84.4,winter
2017-01-08,Ho Chi Minh City,27.9,74.5,dry
2017-01-09,Hanoi,14.1,81.4,winter
2017-01-09,Ho Chi Minh City,27.9,67.2,dry
2017-01-10,Hanoi,17.2,71.1,winter
2017-01-10,Ho Chi Minh City,26.8,62.9,dry
2017-01-11,Hanoi,16.3,79.4,winter
2017-01-11,Ho Chi Minh City,25.8,75.3,dry
2017-01-12,Hanoi,15.5,83.1,winter
2017-01-12,Ho Chi Minh City,25.2,76.4,dry
2017-01-13,Hanoi,12.7,71.2,winter
2017-01-13,Ho Chi Minh City,26.4,73.5,dry
2017-01-14,Hanoi,16.3,85.5,winter
2017-01-14,Ho Chi Minh City,26.0,67.3,dry
2017-01-15,Hanoi,13.1,84.0,winter
2017-01-15,Ho Chi Minh City,27.5,75.9,dry
2017-01-16,Hanoi,17.5,77.0,winter
2017-01-16,Ho Chi Minh City,25.2,73.5,dry
2017-01-17,Hanoi,16.8,75.4,winter
2017-01-17,Ho Chi Minh City,25.2,69.3,dry
2017-01-18,Hanoi,16.0,74.3,winter
2017-01-18,Ho Chi Minh City,25.2,71.9,dry
2017-01-19,Hanoi,16.8,80.1,winter
2017-01-19,Ho Chi Minh City,24.1,75.7,dry
2017-01-20,Hanoi,15.5,77.9,winter
2017-01-20,Ho Chi Minh City,26.7,62.2,dry
2017-01-21,Hanoi,13.3,87.0,winter
2017-01-21,Ho Chi Minh City,25.0,67.4,dry
2017-01-22,Hanoi,14.0,89.1,winter
2017-01-22,Ho Chi Minh City,25.9,73.0,dry
2017-01-23,Hanoi,18.5,73.2,winter
2017-01-23,Ho Chi Minh City,26.0,69.5,dry
2017-01-24,Hanoi,16.8,83.2,winter
2017-01-24,Ho Chi Minh City,24.6,68.2,dry
2017-01-25,Hanoi,13.4,70.7,winter
2017-01-25,Ho Chi Minh City,27.3,67.2,dry
2017-01-26,Hanoi,18.6,81.5,winter
2017-01-26,Ho Chi Minh City,25.9,63.7,dry
2017-01-27,Hanoi,13.0,89.2,winter
2017-01-27,Ho Chi Minh City,24.1,76.4,dry
2017-01-28,Hanoi,15.1,84.1,winter
2017-01-28,Ho Chi Minh City,24.7,76.9,dry
2017-01-29,Hanoi,16.8,77.0,winter
2017-01-29,Ho Chi Minh City,27.7,73.8,dry
2017-01-30,Hanoi,14.8,75.4,winter
2017-01-30,Ho Chi Minh City,24.1,76.3,dry
2017-01-31,Hanoi,13.4,78.7,winter
2017-01-31,Ho Chi Minh City,26.6,71.6,dry
2017-02-01,Hanoi,15.1,88.4,winter
2017-02-01,Ho Chi Minh City,25.9,71.3,dry
2017-02-02,Hanoi,20.1,90.8,winter
2017-02-02,Ho Chi Minh City,27.8,76.1,dry
2017-02-03,Hanoi,19.7,78.6,winter
2017-02-03,Ho Chi Minh City,27.7,63.3,dry
2017-02-04,Hanoi,17.2,83.8,winter
2017-02-04,Ho Chi Minh City,25.3,74.8,dry
2017-02-05,Hanoi,13.8,83.2,winter
2017-02-05,Ho Chi Minh City,25.2,69.2,dry
2017-02-06,Hanoi,14.6,81.4,winter
2017-02-06,Ho Chi Minh City,28.7,73.6,dry
2017-02-07,Hanoi,17.3,76.6,winter
2017-02-07,Ho Chi Minh City,28.9,71.5,dry
2017-02-08,Hanoi,19.4,89.1,winter
2017-02-08,Ho Chi Minh City,27.7,72.1,dry
2017-02-09,Hanoi,16.8,90.7,winter
2017-02-09,Ho Chi Minh City,28.1,64.0,dry
2017-02-10,Hanoi,16.1,92.0,winter
2017-02-10,Ho Chi Minh City,27.0,73.8,dry
2017-02-11,Hanoi,18.1,90.9,winter
2017-02-11,Ho Chi Minh City,25.4,68.7,dry
2017-02-12,Hanoi,19.0,80.8,winter
2017-02-12,Ho Chi Minh City,26.2,62.6,dry
2017-02-13,Hanoi,17.2,78.1,winter
2017-02-13,Ho Chi Minh City,26.2,70.3,dry
2017-02-14,Hanoi,19.1,74.3,winter
2017-02-14,Ho Chi Minh City,27.9,65.8,dry
2017-02-15,Hanoi,19.6,84.4,winter
2017-02-15,Ho Chi Minh City,26.0,62.7,dry
2017-02-16,Hanoi,18.9,76.5,winter
2017-02-16,Ho Chi Minh City,25.6,69.1,dry
2017-02-17,Hanoi,17.6,78.6,winter
2017-02-17,Ho Chi Minh City,26.4,65.9,dry
2017-02-18,Hanoi,15.8,83.2,winter
2017-02-18,Ho Chi Minh City,26.5,67.7,dry
2017-02-19,Hanoi,19.1,91.0,winter
2017-02-19,Ho Chi Minh City,28.2,69.7,dry
2017-02-20,Hanoi,19.0,90.5,winter
2017-02-20,Ho Chi Minh City,27.6,70.5,dry
2017-02-21,Hanoi,17.9,77.9,winter
2017-02-21,Ho Chi Minh City,28.5,70.4,dry
2017-02-22,Hanoi,18.7,86.7,winter
2017-02-22,Ho Chi Minh City,26.8,77.9,dry
2017-02-23,Hanoi,19.9,82.8,winter
2017-02-23,Ho Chi Minh City,27.6,63.5,dry
2017-02-24,Hanoi,17.1,73.3,winter
2017-02-24,Ho Chi Minh City,28.8,69.3,dry
2017-02-25,Hanoi,14.7,76.2,winter
2017-02-25,Ho Chi Minh City,26.0,71.8,dry
2017-02-26,Hanoi,19.1,89.9,winter
2017-02-26,Ho Chi Minh City,27.1,75.6,dry
2017-02-27,Hanoi,18.1,81.7,winter
2017-02-27,Ho Chi Minh City,26.5,62.1,dry
2017-02-28,Hanoi,18.2,88.9,winter
2017-02-28,Ho Chi Minh City,28.5,69.8,dry
2017-03-01,Hanoi,19.2,77.6,spring
2017-03-01,Ho Chi Minh City,26.3,67.0,dry
2017-03-02,Hanoi,19.7,89.7,spring
2017-03-02,Ho Chi Minh City,28.9,67.8,dry
2017-03-03,Hanoi,17.4,88.6,spring
2017-03-03,Ho Chi Minh City,29.4,67.9,dry
2017-03-04,Hanoi,16.6,83.4,spring
2017-03-04,Ho Chi Minh City,29.1,62.1,dry
2017-03-05,Hanoi,21.0,84.8,spring
2017-03-05,Ho Chi Minh City,28.0,73.4,dry
2017-03-06,Hanoi,17.0,81.1,spring
2017-03-06,Ho Chi Minh City,27.6,67.5,dry
2017-03-07,Hanoi,18.2,77.6,spring
2017-03-07,Ho Chi Minh City,26.0,63.0,dry
2017-03-08,Hanoi,23.1,76.7,spring
2017-03-08,Ho Chi Minh City,29.1,62.1,dry
2017-03-09,Hanoi,23.4,88.6,spring
2017-03-09,Ho Chi Minh City,27.0,68.3,dry
2017-03-10,Hanoi,17.8,93.8,spring
2017-03-10,Ho Chi Minh City,26.1,63.5,dry
2017-03-11,Hanoi,20.4,86.4,spring
2017-03-11,Ho Chi Minh City,28.2,69.1,dry
2017-03-12,Hanoi,22.0,81.7,spring
2017-03-12,Ho Chi Minh City,27.8,73.7,dry
2017-03-13,Hanoi,21.0,86.1,spring
2017-03-13,Ho Chi Minh City,29.8,66.9,dry
2017-03-14,Hanoi,20.0,83.7,spring
2017-03-14,Ho Chi Minh City,29.9,68.3,dry
2017-03-15,Hanoi,19.2,76.7,spring
2017-03-15,Ho Chi Minh City,29.0,76.5,dry
2017-03-16,Hanoi,19.6,85.9,spring
2017-03-16,Ho Chi Minh City,27.7,64.8,dry
2017-03-17,Hanoi,20.4,88.3,spring
2017-03-17,Ho Chi Minh City,29.9,65.4,dry
2017-03-18,Hanoi,17.9,87.7,spring
2017-03-18,Ho Chi Minh City,29.3,72.5,dry
2017-03-19,Hanoi,18.9,94.3,spring
2017-03-19,Ho Chi Minh City,27.6,67.2,dry
2017-03-20,Hanoi,22.6,75.6,spring
2017-03-20,Ho Chi Minh City,28.1,70.8,dry
2017-03-21,Hanoi,17.5,92.2,spring
2017-03-21,Ho Chi Minh City,27.9,65.9,dry
2017-03-22,Hanoi,18.9,77.9,spring
2017-03-22,Ho Chi Minh City,28.9,67.3,dry
2017-03-23,Hanoi,22.6,86.7,spring
2017-03-23,Ho Chi Minh City,26.6,74.6,dry
2017-03-24,Hanoi,17.5,79.9,spring
2017-03-24,Ho Chi Minh City,26.8,65.2,dry
2017-03-25,Hanoi,18.6,90.7,spring
2017-03-25,Ho Chi Minh City,29.5,69.0,dry
2017-03-26,Hanoi,16.6,77.7,spring
2017-03-26,Ho Chi Minh City,27.3,70.2,dry
2017-03-27,Hanoi,20.8,78.2,spring
2017-03-27,Ho Chi Minh City,26.1,69.8,dry
2017-03-28,Hanoi,23.0,87.9,spring
2017-03-28,Ho Chi Minh City,29.6,64.5,dry
2017-03-29,Hanoi,17.4,91.7,spring
2017-03-29,Ho Chi Minh City,26.9,71.9,dry
2017-03-30,Hanoi,21.3,81.1,spring
2017-03-30,Ho Chi Minh City,29.1,62.5,dry
2017-03-31,Hanoi,22.4,90.9,spring
2017-03-31,Ho Chi Minh City,29.9,65.8,dry
2017-04-01,Hanoi,24.5,75.9,spring
2017-04-01,Ho Chi Minh City,28.1,80.1,dry
2017-04-02,Hanoi,27.4,75.7,spring
2017-04-02,Ho Chi Minh City,28.0,67.6,dry
2017-04-03,Hanoi,24.6,81.3,spring
2017-04-03,Ho Chi Minh City,27.3,81.6,dry
2017-04-04,Hanoi,21.7,80.0,spring
2017-04-04,Ho Chi Minh City,30.5,81.1,dry
2017-04-05,Hanoi,23.0,90.9,spring
2017-04-05,Ho Chi Minh City,29.8,75.0,dry
2017-04-06,Hanoi,25.3,80.3,spring
2017-04-06,Ho Chi Minh City,31.0,68.9,dry
2017-04-07,Hanoi,20.6,85.9,spring
2017-04-07,Ho Chi Minh City,28.2,74.5,dry
2017-04-08,Hanoi,23.3,84.8,spring
2017-04-08,Ho Chi Minh City,28.1,82.2,dry
2017-04-09,Hanoi,23.0,93.8,spring
2017-04-09,Ho Chi Minh City,30.5,75.8,dry
2017-04-10,Hanoi,21.6,82.7,spring
2017-04-10,Ho Chi Minh City,29.7,69.0,dry
2017-04-11,Hanoi,21.4,94.4,spring
2017-04-11,Ho Chi Minh City,27.2,71.1,dry
2017-04-12,Hanoi,22.3,79.5,spring
2017-04-12,Ho Chi Minh City,28.5,77.9,dry
2017-04-13,Hanoi,24.5,93.9,spring
2017-04-13,Ho Chi Minh City,29.5,74.6,dry
2017-04-14,Hanoi,24.4,93.6,spring
2017-04-14,Ho Chi Minh City,30.1,75.1,dry
2017-04-15,Hanoi,23.9,93.5,spring
2017-04-15,Ho Chi Minh City,28.5,71.0,dry
2017-04-16,Hanoi,26.3,77.4,spring
2017-04-16,Ho Chi Minh City,30.1,67.2,dry
2017-04-17,Hanoi,26.9,87.9,spring
2017-04-17,Ho Chi Minh City,28.1,78.6,dry
2017-04-18,Hanoi,22.0,87.3,spring
2017-04-18,Ho Chi Minh City,27.2,68.9,dry
2017-04-19,Hanoi,20.9,80.0,spring
2017-04-19,Ho Chi Minh City,30.1,70.9,dry
2017-04-20,Hanoi,25.8,82.2,spring
2017-04-20,Ho Chi Minh City,27.6,75.4,dry
2017-04-21,Hanoi,23.5,76.6,spring
2017-04-21,Ho Chi Minh City,30.9,67.2,dry
2017-04-22,Hanoi,25.6,80.1,spring
2017-04-22,Ho Chi Minh City,30.3,80.4,dry
2017-04-23,Hanoi,27.4,88.3,spring
2017-04-23,Ho Chi Minh City,29.3,78.6,dry
2017-04-24,Hanoi,21.4,89.8,spring
2017-04-24,Ho Chi Minh City,28.1,81.6,dry
2017-04-25,Hanoi,24.7,94.3,spring
2017-04-25,Ho Chi Minh City,30.7,78.9,dry
2017-04-26,Hanoi,21.6,81.9,spring
2017-04-26,Ho Chi Minh City,28.0,80.6,dry
2017-04-27,Hanoi,22.8,92.6,spring
2017-04-27,Ho Chi Minh City,30.3,70.4,dry
2017-04-28,Hanoi,21.9,78.8,spring
2017-04-28,Ho Chi Minh City,27.1,67.4,dry
2017-04-29,Hanoi,22.1,87.5,spring
2017-04-29,Ho Chi Minh City,27.4,70.6,dry
2017-04-30,Hanoi,24.7,79.5,spring
2017-04-30,Ho Chi Minh City,30.5,80.7,dry
2017-05-01,Hanoi,26.5,86.2,summer
2017-05-01,Ho Chi Minh City,29.0,87.9,wet
2017-05-02,Hanoi,31.1,80.3,summer
2017-05-02,Ho Chi Minh City,27.9,82.6,wet
2017-05-03,Hanoi,25.8,87.6,summer
2017-05-03,Ho Chi Minh City,28.8,85.6,wet
2017-05-04,Hanoi,24.7,79.0,summer
2017-05-04,Ho Chi Minh City,28.7,79.8,wet
2017-05-05,Hanoi,25.2,80.4,summer
2017-05-05,Ho Chi Minh City,27.0,76.6,wet
2017-05-06,Hanoi,28.4,79.8,summer
2017-05-06,Ho Chi Minh City,30.3,77.8,wet
2017-05-07,Hanoi,26.7,79.0,summer
2017-05-07,Ho Chi Minh City,30.2,76.7,wet
2017-05-08,Hanoi,29.9,71.3,summer
2017-05-08,Ho Chi Minh City,29.9,73.2,wet
2017-05-09,Hanoi,29.8,87.9,summer
2017-05-09,Ho Chi Minh City,29.1,85.4,wet
2017-05-10,Hanoi,29.6,83.2,summer
2017-05-10,Ho Chi Minh City,28.2,81.5,wet
2017-05-11,Hanoi,31.2,74.5,summer
2017-05-11,Ho Chi Minh City,29.4,72.3,wet
2017-05-12,Hanoi,28.9,73.4,summer
2017-05-12,Ho Chi Minh City,29.4,72.1,wet
2017-05-13,Hanoi,31.1,84.7,summer
2017-05-13,Ho Chi Minh City,29.5,78.5,wet
2017-05-14,Hanoi,29.6,88.9,summer
2017-05-14,Ho Chi Minh City,29.0,76.2,wet
2017-05-15,Hanoi,28.1,79.0,summer
2017-05-15,Ho Chi Minh City,29.4,73.9,wet
2017-05-16,Hanoi,27.5,76.5,summer
2017-05-16,Ho Chi Minh City,29.1,86.4,wet
2017-05-17,Hanoi,30.7,89.6,summer
2017-05-17,Ho Chi Minh City,30.1,75.5,wet
2017-05-18,Hanoi,30.0,78.5,summer
2017-05-18,Ho Chi Minh City,29.9,81.7,wet
2017-05-19,Hanoi,28.5,79.7,summer
2017-05-19,Ho Chi Minh City,28.5,78.9,wet
2017-05-20,Hanoi,28.2,85.0,summer
2017-05-20,Ho Chi Minh City,29.3,79.5,wet
2017-05-21,Hanoi,25.5,70.8,summer
2017-05-21,Ho Chi Minh City,29.0,72.8,wet
2017-05-22,Hanoi,25.8,83.4,summer
2017-05-22,Ho Chi Minh City,27.0,82.6,wet
2017-05-23,Hanoi,25.9,84.5,summer
2017-05-23,Ho Chi Minh City,27.4,74.8,wet
2017-05-24,Hanoi,25.4,87.0,summer
2017-05-24,Ho Chi Minh City,29.8,78.0,wet
2017-05-25,Hanoi,30.5,70.2,summer
2017-05-25,Ho Chi Minh City,29.0,84.7,wet
2017-05-26,Hanoi,27.2,78.6,summer
2017-05-26,Ho Chi Minh City,30.6,76.1,wet
2017-05-27,Hanoi,25.0,80.8,summer
2017-05-27,Ho Chi Minh City,29.5,84.1,wet
2017-05-28,Hanoi,24.7,85.9,summer
2017-05-28,Ho Chi Minh City,27.2,81.6,wet
2017-05-29,Hanoi,30.8,71.8,summer
2017-05-29,Ho Chi Minh City,28.6,74.0,wet
2017-05-30,Hanoi,28.7,77.9,summer
2017-05-30,Ho Chi Minh City,29.3,72.5,wet
2017-05-31,Hanoi,28.3,76.3,summer
2017-05-31,Ho Chi Minh City,29.6,81.0,wet
2017-06-01,Hanoi,30.4,86.4,summer
2017-06-01,Ho Chi Minh City,26.3,76.8,wet
2017-06-02,Hanoi,27.7,88.8,summer
2017-06-02,Ho Chi Minh City,26.7,78.2,wet
2017-06-03,Hanoi,27.3,83.0,summer
2017-06-03,Ho Chi Minh City,27.9,76.8,wet
2017-06-04,Hanoi,32.5,75.6,summer
2017-06-04,Ho Chi Minh City,27.4,79.5,wet
2017-06-05,Hanoi,27.2,80.2,summer
2017-06-05,Ho Chi Minh City,26.8,81.5,wet
2017-06-06,Hanoi,31.7,76.4,summer
2017-06-06,Ho Chi Minh City,27.8,88.3,wet
2017-06-07,Hanoi,29.6,86.6,summer
2017-06-07,Ho Chi Minh City,28.9,80.7,wet
2017-06-08,Hanoi,32.6,72.2,summer
2017-06-08,Ho Chi Minh City,28.0,83.1,wet
2017-06-09,Hanoi,29.6,81.4,summer
2017-06-09,Ho Chi Minh City,28.7,86.4,wet
2017-06-10,Hanoi,31.9,75.3,summer
2017-06-10,Ho Chi Minh City,27.2,84.2,wet
